time unit: s, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, XX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
6129, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6130, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6131, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6132, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6133, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6134, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6135, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6136, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6137, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6138, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6139, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6140, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6141, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6142, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6143, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6144, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6145, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6146, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6147, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6148, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6149, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6150, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6151, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6152, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6153, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6154, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6155, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6156, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6157, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6158, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6159, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6160, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6161, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6162, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6163, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6164, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6165, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6166, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6167, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110110, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6168, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6169, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6170, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6171, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6172, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6173, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6174, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6175, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6176, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6177, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6178, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6179, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6180, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6181, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6182, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6183, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6184, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6185, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6186, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6187, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6188, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6189, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6190, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6191, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6192, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6193, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
